https://www.allrecipes.com/recipe/16047/peanut-butter-temptations-ii/,243,23,2,0,0,268,4.899253731343284,34.34214619164341,9.224643694002256e-259,0.32544898831232455
https://www.allrecipes.com/recipe/18073/honey-wheat-sandwich-rolls/,503,62,14,2,1,582,4.828178694158075,30.63201790657402,2.2938265400670785e-206,0.48171000163235805
https://www.allrecipes.com/recipe/222187/pork-tenderloin-diablo/,682,101,14,9,2,808,4.797029702970297,30.4670998896329,3.555909151174758e-204,0.5415944051928703
https://www.allrecipes.com/recipe/20153/chocolate-chip-banana-bread-ii/,766,95,14,9,7,891,4.800224466891134,29.595912374782607,8.433358500532635e-193,0.588694952679918
https://www.allrecipes.com/recipe/16212/chocolate-mint-candies-cookies/,718,98,22,7,6,851,4.780258519388954,27.502392153814952,8.218553126407106e-167,0.5979458396934846
https://www.allrecipes.com/recipe/244979/chef-johns-peanut-curry-chicken/,484,68,14,2,2,570,4.807017543859649,27.20696910835072,2.6859326331834445e-163,0.5181621059641718
https://www.allrecipes.com/recipe/141532/peanut-butter-and-banana-dog-biscuits/,370,33,4,1,3,411,4.86374695863747,26.78734175322681,2.2690218110031633e-158,0.4898228392619915
https://www.allrecipes.com/recipe/239969/no-bake-energy-bites/,578,70,16,5,4,673,4.802377414561664,26.762619966833224,4.402598498886403e-158,0.5678858507562403
https://www.allrecipes.com/recipe/219079/chef-johns-roast-turkey-and-gravy/,345,17,4,5,1,372,4.881720430107527,26.224448330092834,6.9936986217963095e-152,0.4892254148505202
https://www.allrecipes.com/recipe/146572/sweet-cornbread-cake/,743,80,23,7,10,863,4.783314020857474,25.96441105269598,6.250834560540839e-149,0.6412716863814147
https://www.allrecipes.com/recipe/23891/grilled-cheese-sandwich/,706,110,21,2,10,849,4.76678445229682,25.865550439304368,8.13279227067017e-148,0.6198593510152143
https://www.allrecipes.com/recipe/15262/cranberry-hootycreeks/,686,92,24,9,6,817,4.766217870257038,25.07604174919813,4.540138751881984e-139,0.6265643297676028
https://www.allrecipes.com/recipe/63959/magic-cookie-bars-from-eagle-brand/,748,123,27,12,7,917,4.737186477644493,24.23563625530546,4.685964452839388e-130,0.6505472512470988
https://www.allrecipes.com/recipe/232956/scotch-shortbread/,42,2,0,0,0,44,4.954545454545454,23.233296379233842,1.0494085175902114e-119,0.21070705494148545
https://www.allrecipes.com/recipe/237300/cedar-planked-halibut/,29,1,0,0,0,30,4.966666666666667,22.504003903341385,1.896173380204566e-112,0.18257418583505536
https://www.allrecipes.com/recipe/279302/hungarian-potato-and-sausage-soup/,74,7,0,0,0,81,4.91358024691358,22.188463128820864,2.2195293397439417e-109,0.2827335699999883
https://www.allrecipes.com/recipe/12604/fruit-pizza-i/,632,113,29,8,6,788,4.722081218274112,21.714783731152366,7.437070785831294e-105,0.653536743786509
https://www.allrecipes.com/recipe/150141/aunt-normas-rhubarb-muffins/,501,114,16,6,3,640,4.725,21.366517212211456,1.3690585453968512e-101,0.6020309913567494
https://www.allrecipes.com/recipe/14531/beer-butt-chicken/,703,169,49,10,3,934,4.669164882226981,21.10622425308428,3.486276395671902e-99,0.6554021115076115
https://www.allrecipes.com/recipe/11520/the-whole-jar-of-peanut-butter-cookies/,688,120,50,10,4,872,4.694954128440367,21.03583702477021,1.541423251267051e-98,0.6715967898824492
https://www.allrecipes.com/recipe/19005/chocolate-chip-cookie-ice-cream-cake/,319,42,6,3,2,372,4.809139784946237,20.853884026917047,7.026926257844003e-97,0.5480888745174134
https://www.allrecipes.com/recipe/10245/oatmeal-chocolate-coconut-chewy/,463,77,18,4,4,566,4.750883392226148,20.662308619093807,3.782959448353038e-95,0.615255265110196
https://www.allrecipes.com/recipe/21166/bread-and-butter-pickles-ii/,355,48,10,2,3,418,4.794258373205742,20.659491132460328,4.0102523594856555e-95,0.5717284578242334
https://www.allrecipes.com/recipe/9920/peanut-blossoms-ii/,562,88,24,8,6,688,4.732558139534884,20.387877347897064,1.0712076849123666e-92,0.6638850605461233
https://www.allrecipes.com/recipe/11032/oatmeal-craisin-cookies/,578,117,18,11,6,730,4.712328767123288,20.106243058970982,3.2534824989052015e-90,0.6662437352870025
https://www.allrecipes.com/recipe/232191/lactation-cookies/,293,48,9,2,1,353,4.784702549575071,19.86596763036944,4.009588478937843e-88,0.5373477420916377
https://www.allrecipes.com/recipe/21384/oatmeal-pancakes-ii/,736,201,35,9,11,992,4.655241935483871,19.852096245341443,5.284911560059783e-88,0.6960264487008405
https://www.allrecipes.com/recipe/10511/white-chocolate-macadamia-cranberry-dreams/,362,66,20,0,2,450,4.746666666666667,19.514017890099353,4.1728745539460704e-85,0.576294900999128
https://www.allrecipes.com/recipe/234854/banana-bread-bars-with-brown-butter-frosting/,168,14,7,0,0,189,4.851851851851852,19.465154911170004,1.0841902554220133e-84,0.44870885606353955
https://www.allrecipes.com/recipe/222134/healthier-broiled-tilapia-parmesan/,405,61,17,6,2,491,4.753564154786151,19.357068293777527,8.885794882722475e-84,0.6147527505795737
https://www.allrecipes.com/recipe/95817/vanilla-crepes/,680,158,32,12,9,891,4.67003367003367,19.230796527399022,1.0223180232781117e-82,0.7039135376791503
https://www.allrecipes.com/recipe/11624/snickerdoodles-i/,786,124,32,11,20,973,4.690647482014389,19.18014638080383,2.711374586522163e-82,0.77105887063299
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,115,14,2,0,0,131,4.862595419847328,19.079502439543294,1.8690014606312167e-81,0.3875635685551062
https://www.allrecipes.com/recipe/42264/homemade-butter/,320,34,5,3,4,366,4.811475409836065,18.927282911510417,3.398972182660989e-80,0.6013496311179728
https://www.allrecipes.com/recipe/257918/chef-johns-french-omelette/,80,7,1,0,0,88,4.8977272727272725,18.773763684741272,6.189811428731248e-79,0.34037750264246336
https://www.allrecipes.com/recipe/240314/grandma-ruths-snickerdoodle-cookies/,384,45,10,6,4,449,4.779510022271715,18.75891690595738,8.185064030653769e-79,0.6359250366537552
https://www.allrecipes.com/recipe/9174/peanut-butter-pie/,362,66,10,4,3,445,4.752808988764045,18.681876159082158,3.476588360469997e-78,0.6055467873176538
https://www.allrecipes.com/recipe/15469/peanut-butter-chip-chocolate-cookies/,599,108,36,9,7,759,4.69038208168643,18.628760147067773,9.391252408623586e-78,0.7007720856955705
https://www.allrecipes.com/recipe/10874/cowboy-oatmeal-cookies/,595,153,21,16,5,790,4.667088607594937,18.40718303833262,5.752669136256888e-76,0.687977790005257
https://www.allrecipes.com/recipe/15917/fudge-truffle-cheesecake/,365,63,15,3,3,449,4.7461024498886415,18.267118732334577,7.561372415313574e-75,0.6142934371947919
https://www.allrecipes.com/recipe/239231/chef-johns-bread-and-butter-pickles/,150,11,3,0,1,165,4.872727272727273,17.909349013293248,4.984736015141872e-72,0.47064610965368747
https://www.allrecipes.com/recipe/228914/old-fashioned-creamy-rice-pudding/,537,134,21,10,6,708,4.675141242937853,17.880665708279217,8.341653093017429e-72,0.6824559255714127
https://www.allrecipes.com/recipe/27197/birthday-bones/,338,37,10,2,5,392,4.788265306122449,17.839625466317084,1.740103673994611e-71,0.6345266685613041
https://www.allrecipes.com/recipe/217952/west-african-peanut-stew/,197,32,5,2,0,236,4.796610169491525,17.60122309035372,1.2053080010581888e-69,0.5062893300113833
https://www.allrecipes.com/recipe/10666/chocolate-chocolate-chip-cookies-ii/,588,133,27,12,8,768,4.66796875,17.49230985551857,8.1987163475633e-69,0.7152027923772742
https://www.allrecipes.com/recipe/17924/colleens-potato-crescent-rolls/,265,31,11,3,1,311,4.787781350482315,17.39332468402267,4.634882801085908e-68,0.5791917870893186
https://www.allrecipes.com/recipe/10721/mrs-siggs-peanut-butter-cookies/,572,122,31,10,8,743,4.668909825033647,17.1732059451585,2.1074180471235973e-66,0.7180309787653183
https://www.allrecipes.com/recipe/214978/ice-cream-base/,121,13,4,0,0,138,4.8478260869565215,17.087726211141803,9.158914792801482e-66,0.43399643298079166
